ID_id,ID_tdate,ID_bdate,ID_sex,Task_onset,Task_offset,Task_model_type,Task_correct_final_ci,Construct_Action_onset,Construct_Action_offset,Construct_Action_action_cd,Construct_Action_target_rgbls,Construct_Action_verticality_ab,Construct_Action_orientation_longblock_hv,Construct_Action_relation1_color_rgbls,Construct_Action_relation1_orientation_hv,Construct_Action_relation1_frontback_offset,Construct_Action_relation1_leftright_offset,Construct_Action_relation2_color_rgbls,Construct_Action_relation2_orientation_hv,Construct_Action_relation2_frontback_offset,Construct_Action_relation2_leftright_offset,Construct_Action_relation3_color_rgbls,Construct_Action_relation3_orientation_hv,Construct_Action_relation3_frontback_offset,Construct_Action_relation3_leftright_offset,Construct_Action_relation4_color_rgbls,Construct_Action_relation4_orientation_hv,Construct_Action_relation4_frontback_offset,Construct_Action_relation4_leftright_offset,Construct_Action_relation5_color_rgbls,Construct_Action_relation5_orientation_hv,Construct_Action_relation5_frontback_offset,Construct_Action_relation5_leftright_offset,Construct_Action_relation6_color_rgbls,Construct_Action_relation6_orientation_hv,Construct_Action_relation6_frontback_offset,Construct_Action_relation6_leftright_offset,Perspective_Orienting_onset,Perspective_Orienting_offset,Perspective_Orienting_direction_lr
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,912560,912560,c,yl,a,h,rl,v,1,1,ys,.,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,916538,916538,c,gl,a,h,yl,h,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,923202,923202,c,bs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,924630,924630,c,rs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,940202,940202,d,gl,a,h,yl,h,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,940236,940236,d,bs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,940270,940270,d,rs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,944282,944282,c,gl,a,h,yl,h,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,944316,944316,c,rs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,944350,944350,c,bs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,946900,946900,c,bl,a,v,yl,h,2,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,969986,969986,d,gl,a,h,yl,h,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,970020,970020,d,bs,a,.,gl,h,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
BT_S019_AD,03/21/2024,10/24/2001,f,874616,1078888,m5,c,970054,970054,d,rs,a,.,gl,h,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"","",""
